attack_code,attack_name,attack_category,defense_code,defense_name,defense_category,explicit_match,reference_score_0_5,final_score_0_10,counter_gain_0_10,fail_loss_0_10,matchup_score,reason,source,confidence,remark
A10,拳腿组合,组合技,D11,护头防御,stance,1,4.0,8.0,0.0,2.0,80.0,放弃下盘，死守头部,表2_攻防克制表,中,
A10,拳腿组合,组合技,D12,沉身防御,stance,0,2.0,4.0,1.0,3.0,40.0,易吃高位伤害,物理推演,中,
A10,拳腿组合,组合技,D13,侧身防御,stance,0,2.0,4.0,3.0,4.0,40.0,防守不全面,物理推演,中,
A10,拳腿组合,组合技,D14,重心补偿,balance,0,3.0,6.0,0.0,8.0,60.0,硬吃连段,物理推演,中,
A10,拳腿组合,组合技,D15,卸力缓冲,balance,1,4.0,8.0,2.0,5.0,80.0,顺势移动大幅减伤,表2_攻防克制表,中,
A10,拳腿组合,组合技,D16,步点调整,balance,0,3.0,6.0,5.0,6.0,60.0,小幅后退化解,物理推演,中,
A10,拳腿组合,组合技,D17,受控倒地,ground,0,0.0,0.0,0.0,10.0,0.0,不至于,物理推演,中,
A10,拳腿组合,组合技,D18,快速起身,ground,0,0.0,0.0,2.0,8.0,0.0,不适用,物理推演,高,
A10,拳腿组合,组合技,D19,倒地防御,ground,0,0.0,0.0,0.0,9.0,0.0,不适用,物理推演,高,
A10,拳腿组合,组合技,D20,闪→挡→反,composite,1,4.0,8.0,7.0,8.0,80.0,防住一套接反击,表2_攻防克制表,高,
A10,拳腿组合,组合技,D21,潜→闪→踢,composite,0,2.0,4.0,8.0,9.0,40.0,风险极大,物理推演,中,
A10,拳腿组合,组合技,D22,挡→撤→绕,composite,1,5.0,10.0,6.0,6.0,100.0,教科书式的破连招退防,表2_攻防克制表,高,
A11,五连踢,组合技,D01,十字格挡,block,0,2.0,4.0,1.0,4.0,40.0,久守必破,物理推演,中,
A11,五连踢,组合技,D02,单手拍挡,block,0,0.0,0.0,3.0,6.0,0.0,无力抵挡,物理推演,高,
A11,五连踢,组合技,D03,肘挡,block,0,1.0,2.0,2.0,5.0,20.0,无力抵挡,物理推演,中,
A11,五连踢,组合技,D04,下压格挡,block,0,2.0,4.0,2.0,7.0,40.0,只能挡一脚,物理推演,中,
A11,五连踢,组合技,D05,钳制格挡,block,0,0.0,0.0,8.0,9.0,0.0,不适用,物理推演,高,
A11,五连踢,组合技,D06,左右侧闪,evade,0,1.0,2.0,6.0,9.0,20.0,扫荡面积过大,物理推演,中,
A11,五连踢,组合技,D07,下潜闪避,evade,0,1.0,2.0,5.0,8.5,20.0,风险极高,物理推演,高,
A11,五连踢,组合技,D08,后跳/撤步,evade,1,5.0,10.0,2.0,5.0,100.0,一退再退，等其力竭,表2_攻防克制表,高,
A11,五连踢,组合技,D09,转身闪避,evade,0,0.0,0.0,4.0,8.0,0.0,找死,物理推演,高,
A11,五连踢,组合技,D10,滑步环绕,evade,0,2.0,4.0,9.0,7.0,40.0,时间不充裕,物理推演,中,
A11,五连踢,组合技,D11,护头防御,stance,0,1.0,2.0,0.0,2.0,20.0,守不住底盘,物理推演,中,
A11,五连踢,组合技,D12,沉身防御,stance,0,1.0,2.0,1.0,3.0,20.0,硬扛必摔,物理推演,中,
A11,五连踢,组合技,D13,侧身防御,stance,0,1.0,2.0,3.0,4.0,20.0,无用,物理推演,中,
A11,五连踢,组合技,D14,重心补偿,balance,0,3.0,6.0,0.0,8.0,60.0,极其勉强的支撑,表2_攻防克制表,中,
A11,五连踢,组合技,D15,卸力缓冲,balance,0,4.0,8.0,2.0,5.0,80.0,随波逐流式退让,表2_攻防克制表,中,
A11,五连踢,组合技,D16,步点调整,balance,1,4.0,8.0,5.0,6.0,80.0,连续碎步化解压迫,表2_攻防克制表,中,
A11,五连踢,组合技,D17,受控倒地,ground,0,1.0,2.0,0.0,10.0,20.0,如被逼死角可考虑倒地保全,表2_攻防克制表,中,
A11,五连踢,组合技,D18,快速起身,ground,0,0.0,0.0,2.0,8.0,0.0,不适用,物理推演,高,
A11,五连踢,组合技,D19,倒地防御,ground,1,0.0,0.0,0.0,9.0,0.0,如已倒地只能死守,表2_攻防克制表,中,
A11,五连踢,组合技,D20,闪→挡→反,composite,0,1.0,2.0,7.0,8.0,20.0,防线被撕裂,物理推演,中,
A11,五连踢,组合技,D21,潜→闪→踢,composite,0,1.0,2.0,8.0,9.0,20.0,危险极大,物理推演,中,
A11,五连踢,组合技,D22,挡→撤→绕,composite,1,4.0,8.0,6.0,6.0,80.0,唯一复合退防解法,表2_攻防克制表,中,
A12,冲撞,特殊技,D01,十字格挡,block,0,1.0,2.0,1.0,4.0,20.0,冲撞破防(K=1)，格挡必倒,物理推演,高,
A12,冲撞,特殊技,D02,单手拍挡,block,0,0.0,0.0,3.0,6.0,0.0,螳臂当车,物理推演,高,
A12,冲撞,特殊技,D03,肘挡,block,1,3.0,6.0,2.0,5.0,60.0,用肘部做楔子勉强顶住,表2_攻防克制表,中,
A12,冲撞,特殊技,D04,下压格挡,block,0,0.0,0.0,2.0,7.0,0.0,部位错误,物理推演,高,
A12,冲撞,特殊技,D05,钳制格挡,block,0,2.0,4.0,8.0,9.0,40.0,可尝试锁肩，极度危险,表2_攻防克制表,中,
A12,冲撞,特殊技,D06,左右侧闪,evade,0,2.0,4.0,6.0,9.0,40.0,冲撞面积大，难以单次侧闪逃出,表2_攻防克制表,中,
A12,冲撞,特殊技,D07,下潜闪避,evade,0,1.0,2.0,5.0,8.5,20.0,会被直接压倒,物理推演,中,
A12,冲撞,特殊技,D08,后跳/撤步,evade,0,2.0,4.0,2.0,5.0,40.0,速度比后退快，撤步无用,表2_攻防克制表,中,
A12,冲撞,特殊技,D09,转身闪避,evade,1,5.0,10.0,4.0,8.0,100.0,斗牛士动作，顺势旋身完美避让,表2_攻防克制表,高,
A12,冲撞,特殊技,D10,滑步环绕,evade,1,5.0,10.0,9.0,7.0,100.0,一旦绕开，对方背门大开,表2_攻防克制表,高,
A12,冲撞,特殊技,D11,护头防御,stance,0,0.0,0.0,0.0,2.0,0.0,无用,物理推演,高,
A12,冲撞,特殊技,D12,沉身防御,stance,0,2.0,4.0,1.0,3.0,40.0,强行降重心做肉盾,表2_攻防克制表,中,
A12,冲撞,特殊技,D13,侧身防御,stance,0,3.0,6.0,3.0,4.0,60.0,减少受力面,物理推演,中,
A12,冲撞,特殊技,D14,重心补偿,balance,1,4.0,8.0,0.0,8.0,80.0,拼电机扭矩强行顶牛,表2_攻防克制表,中,
A12,冲撞,特殊技,D15,卸力缓冲,balance,0,3.0,6.0,2.0,5.0,60.0,被推着走,物理推演,中,
A12,冲撞,特殊技,D16,步点调整,balance,0,1.0,2.0,5.0,6.0,20.0,无用,物理推演,中,
A12,冲撞,特殊技,D17,受控倒地,ground,0,3.0,6.0,0.0,10.0,60.0,被逼死角干脆倒地防止冲撞毁伤,表2_攻防克制表,中,
A12,冲撞,特殊技,D18,快速起身,ground,0,0.0,0.0,2.0,8.0,0.0,不适用,物理推演,高,
A12,冲撞,特殊技,D19,倒地防御,ground,0,0.0,0.0,0.0,9.0,0.0,不适用,物理推演,高,
A12,冲撞,特殊技,D20,闪→挡→反,composite,0,2.0,4.0,7.0,8.0,40.0,难以执行,物理推演,中,
A12,冲撞,特殊技,D21,潜→闪→踢,composite,0,1.0,2.0,8.0,9.0,20.0,极其危险,物理推演,高,
A12,冲撞,特殊技,D22,挡→撤→绕,composite,0,3.0,6.0,6.0,6.0,60.0,可尝试圆周运动化解,物理推演,中,
A13,倒地反击,特殊技,D01,十字格挡,block,0,1.0,2.0,1.0,4.0,20.0,距离不对,物理推演,高,
A13,倒地反击,特殊技,D02,单手拍挡,block,0,0.0,0.0,3.0,6.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D03,肘挡,block,0,1.0,2.0,2.0,5.0,20.0,无用,物理推演,高,
A13,倒地反击,特殊技,D04,下压格挡,block,0,0.0,0.0,2.0,7.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D05,钳制格挡,block,0,0.0,0.0,8.0,9.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D06,左右侧闪,evade,0,2.0,4.0,6.0,9.0,40.0,没必要闪,物理推演,中,
A13,倒地反击,特殊技,D07,下潜闪避,evade,0,0.0,0.0,5.0,8.5,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D08,后跳/撤步,evade,1,5.0,10.0,2.0,5.0,100.0,拉开距离让对方在地上空挥,表2_攻防克制表,高,
A13,倒地反击,特殊技,D09,转身闪避,evade,0,0.0,0.0,4.0,8.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D10,滑步环绕,evade,0,3.0,6.0,9.0,7.0,60.0,绕到头后方攻击,物理推演,中,
A13,倒地反击,特殊技,D11,护头防御,stance,0,0.0,0.0,0.0,2.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D12,沉身防御,stance,0,0.0,0.0,1.0,3.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D13,侧身防御,stance,0,0.0,0.0,3.0,4.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D14,重心补偿,balance,0,2.0,4.0,0.0,8.0,40.0,防对方抓腿,物理推演,中,
A13,倒地反击,特殊技,D15,卸力缓冲,balance,0,1.0,2.0,2.0,5.0,20.0,无用,物理推演,中,
A13,倒地反击,特殊技,D16,步点调整,balance,0,2.0,4.0,5.0,6.0,40.0,小碎步走开即可,物理推演,中,
A13,倒地反击,特殊技,D17,受控倒地,ground,0,0.0,0.0,0.0,10.0,0.0,自己也躺下无意义,物理推演,高,
A13,倒地反击,特殊技,D18,快速起身,ground,1,5.0,10.0,2.0,8.0,100.0,若双方倒地，我方快速起身即占优,表2_攻防克制表,高,
A13,倒地反击,特殊技,D19,倒地防御,ground,0,5.0,10.0,0.0,9.0,100.0,地面缠斗防御,表2_攻防克制表,中,
A13,倒地反击,特殊技,D20,闪→挡→反,composite,0,0.0,0.0,7.0,8.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D21,潜→闪→踢,composite,0,0.0,0.0,8.0,9.0,0.0,无用,物理推演,高,
A13,倒地反击,特殊技,D22,挡→撤→绕,composite,1,3.0,6.0,6.0,6.0,60.0,稳扎稳打拉开,表2_攻防克制表,中,
